enrollment_id,student_id,course_id,unit_code,semester,year_level,class_level,grade,gpa,credits,status
ENR_018274,103516,BIT402,BIT402,Spring 2026,4,BADS4.1,70.8,2.83,3,Enrolled
ENR_018275,103516,BIT403,BIT403,Spring 2026,4,BADS4.1,49.5,1.98,4,Enrolled
ENR_018276,103516,BIT404,BIT404,Spring 2026,4,BADS4.1,78.9,3.16,3,Enrolled
ENR_018277,103516,STR401,STR401,Spring 2026,4,BADS4.1,67.6,2.71,3,Enrolled
ENR_018278,103517,ACC302,ACC302,Spring 2026,3,BACO3.2,86.5,3.46,4,Enrolled
ENR_018279,103517,BIT312,BIT312,Spring 2026,3,BACO3.2,89.2,3.57,4,Enrolled
ENR_018280,103517,BIT314,BIT314,Spring 2026,3,BACO3.2,60.9,2.43,3,Enrolled
ENR_018281,103517,BUS301,BUS301,Spring 2026,3,BACO3.2,86.4,3.46,3,Enrolled
ENR_018282,103517,BIT313,BIT313,Spring 2026,3,BACO3.2,86.8,3.47,3,Enrolled
ENR_018283,103518,BIT312,BIT312,Spring 2026,3,BAIS3.2,93.2,3.73,4,Enrolled
ENR_018284,103518,BIT314,BIT314,Spring 2026,3,BAIS3.2,94.1,3.76,3,Enrolled
ENR_018285,103518,BIT313,BIT313,Spring 2026,3,BAIS3.2,83.3,3.33,3,Enrolled
ENR_018286,103518,BIT311,BIT311,Spring 2026,3,BAIS3.2,74.2,2.97,3,Enrolled
ENR_018287,103518,BUS301,BUS301,Spring 2026,3,BAIS3.2,85.1,3.41,3,Enrolled
ENR_018288,103519,MKT202,MKT202,Spring 2026,2,BAIS2.2,93.2,3.73,3,Enrolled
ENR_018289,103519,FIN202,FIN202,Spring 2026,2,BAIS2.2,59.4,2.38,4,Enrolled
ENR_018290,103519,ACC202,ACC202,Spring 2026,2,BAIS2.2,64.0,2.56,4,Enrolled
ENR_018291,103519,BIT211,BIT211,Spring 2026,2,BAIS2.2,80.2,3.21,4,Enrolled
ENR_018292,103519,ENT201,ENT201,Spring 2026,2,BAIS2.2,73.5,2.94,3,Enrolled
ENR_018293,103519,BIT213,BIT213,Spring 2026,2,BAIS2.2,75.7,3.03,3,Enrolled
ENR_018294,103520,BIT204,BIT204,Spring 2026,2,BACO2.1,35.1,1.4,3,Enrolled
ENR_018295,103520,FIN201,FIN201,Spring 2026,2,BACO2.1,90.6,3.62,4,Enrolled
ENR_018296,103520,ACC201,ACC201,Spring 2026,2,BACO2.1,74.3,2.97,4,Enrolled
ENR_018297,103520,OMG201,OMG201,Spring 2026,2,BACO2.1,72.1,2.88,3,Enrolled
ENR_018298,103520,BUS201,BUS201,Spring 2026,2,BACO2.1,47.2,1.89,3,Enrolled
ENR_018299,103520,MKT201,MKT201,Spring 2026,2,BACO2.1,78.3,3.13,3,Enrolled
ENR_018300,103521,BUS412,BUS412,Spring 2026,4,BSCP4.2,86.7,3.47,4,Enrolled
ENR_018301,103521,MKT401,MKT401,Spring 2026,4,BSCP4.2,85.1,3.4,3,Enrolled
ENR_018302,103521,BIT411,BIT411,Spring 2026,4,BSCP4.2,89.8,3.59,4,Enrolled
ENR_018303,103521,BIT412,BIT412,Spring 2026,4,BSCP4.2,80.1,3.2,3,Enrolled
ENR_018304,103522,BIT304,BIT304,Spring 2026,3,BAIS3.1,93.2,3.73,3,Enrolled
ENR_018305,103522,FIN301,FIN301,Spring 2026,3,BAIS3.1,90.7,3.63,3,Enrolled
ENR_018306,103522,SCM301,SCM301,Spring 2026,3,BAIS3.1,91.9,3.68,3,Enrolled
ENR_018307,103522,BIT303,BIT303,Spring 2026,3,BAIS3.1,83.7,3.35,4,Enrolled
ENR_018308,103522,BIT301,BIT301,Spring 2026,3,BAIS3.1,91.0,3.64,3,Enrolled
ENR_018309,103522,BIT305,BIT305,Spring 2026,3,BAIS3.1,81.8,3.27,3,Enrolled
ENR_018310,103523,BIT206,BIT206,Spring 2026,2,BACO2.1,48.2,1.93,3,Enrolled
ENR_018311,103523,BIT201,BIT201,Spring 2026,2,BACO2.1,54.4,2.18,4,Enrolled
ENR_018312,103523,BIT204,BIT204,Spring 2026,2,BACO2.1,81.8,3.27,3,Enrolled
ENR_018313,103523,BUS201,BUS201,Spring 2026,2,BACO2.1,85.7,3.43,3,Enrolled
ENR_018314,103523,BIT205,BIT205,Spring 2026,2,BACO2.1,59.1,2.37,3,Enrolled
ENR_018315,103523,BIT202,BIT202,Spring 2026,2,BACO2.1,92.1,3.68,4,Enrolled
ENR_018316,103523,FIN201,FIN201,Spring 2026,2,BACO2.1,51.3,2.05,4,Enrolled
ENR_018317,103524,FIN302,FIN302,Spring 2026,3,BACO3.2,35.3,1.41,3,Enrolled
ENR_018318,103524,BIT311,BIT311,Spring 2026,3,BACO3.2,82.2,3.29,3,Enrolled
ENR_018319,103524,MKT302,MKT302,Spring 2026,3,BACO3.2,72.8,2.91,3,Enrolled
ENR_018320,103524,ACC302,ACC302,Spring 2026,3,BACO3.2,36.9,1.48,4,Enrolled
ENR_018321,103524,BUS301,BUS301,Spring 2026,3,BACO3.2,94.4,3.78,3,Enrolled
ENR_018322,103525,MAT112,MAT112,Spring 2026,1,BACO1.2,75.6,3.03,3,Enrolled
ENR_018323,103525,BIT112,BIT112,Spring 2026,1,BACO1.2,69.9,2.8,4,Enrolled
ENR_018324,103525,BUS102,BUS102,Spring 2026,1,BACO1.2,83.5,3.34,3,Enrolled
ENR_018325,103525,ACC102,ACC102,Spring 2026,1,BACO1.2,78.7,3.15,4,Enrolled
ENR_018326,103525,STA102,STA102,Spring 2026,1,BACO1.2,61.8,2.47,4,Enrolled
ENR_018327,103525,BIT114,BIT114,Spring 2026,1,BACO1.2,46.6,1.86,3,Enrolled
ENR_018328,103525,LAW111,LAW111,Spring 2026,1,BACO1.2,74.8,2.99,3,Enrolled
ENR_018329,103526,BIT313,BIT313,Spring 2026,3,BSCP3.2,84.0,3.36,3,Enrolled
ENR_018330,103526,MKT302,MKT302,Spring 2026,3,BSCP3.2,51.2,2.05,3,Enrolled
ENR_018331,103526,BIT314,BIT314,Spring 2026,3,BSCP3.2,40.6,1.63,3,Enrolled
ENR_018332,103526,FIN302,FIN302,Spring 2026,3,BSCP3.2,41.5,1.66,3,Enrolled
ENR_018333,103526,BIT311,BIT311,Spring 2026,3,BSCP3.2,66.1,2.64,3,Enrolled
ENR_018334,103527,LAW111,LAW111,Spring 2026,1,BADS1.2,64.1,2.56,3,Enrolled
ENR_018335,103527,STA102,STA102,Spring 2026,1,BADS1.2,81.7,3.27,4,Enrolled
ENR_018336,103527,ECO102,ECO102,Spring 2026,1,BADS1.2,76.9,3.08,3,Enrolled
ENR_018337,103527,COM112,COM112,Spring 2026,1,BADS1.2,81.4,3.25,3,Enrolled
ENR_018338,103527,BIT111,BIT111,Spring 2026,1,BADS1.2,86.6,3.46,4,Enrolled
ENR_018339,103527,BIT115,BIT115,Spring 2026,1,BADS1.2,63.4,2.54,3,Enrolled
ENR_018340,103529,BIT404,BIT404,Spring 2026,4,BSCP4.1,73.4,2.94,3,Enrolled
ENR_018341,103529,BIT401,BIT401,Spring 2026,4,BSCP4.1,71.5,2.86,4,Enrolled
ENR_018342,103529,MGT401,MGT401,Spring 2026,4,BSCP4.1,82.6,3.3,3,Enrolled
ENR_018343,103529,BUS401,BUS401,Spring 2026,4,BSCP4.1,54.8,2.19,3,Enrolled
ENR_018344,103530,BIT411,BIT411,Spring 2026,4,BACO4.2,91.3,3.65,4,Enrolled
ENR_018345,103530,BUS412,BUS412,Spring 2026,4,BACO4.2,48.2,1.93,4,Enrolled
ENR_018346,103530,BIT412,BIT412,Spring 2026,4,BACO4.2,75.6,3.02,3,Enrolled
ENR_018347,103530,MKT401,MKT401,Spring 2026,4,BACO4.2,87.8,3.51,3,Enrolled
ENR_018348,103531,BIT301,BIT301,Spring 2026,3,BSCP3.1,42.3,1.69,3,Enrolled
ENR_018349,103531,ACC301,ACC301,Spring 2026,3,BSCP3.1,92.5,3.7,4,Enrolled
ENR_018350,103531,FIN301,FIN301,Spring 2026,3,BSCP3.1,78.2,3.13,3,Enrolled
ENR_018351,103531,BIT304,BIT304,Spring 2026,3,BSCP3.1,45.9,1.83,3,Enrolled
ENR_018352,103531,BIT303,BIT303,Spring 2026,3,BSCP3.1,31.3,1.25,4,Enrolled
ENR_018353,103531,BIT302,BIT302,Spring 2026,3,BSCP3.1,87.7,3.51,3,Enrolled
ENR_018354,103532,BIT411,BIT411,Spring 2026,4,BADS4.2,44.9,1.8,4,Enrolled
ENR_018355,103532,MKT401,MKT401,Spring 2026,4,BADS4.2,83.7,3.35,3,Enrolled
ENR_018356,103532,BIT412,BIT412,Spring 2026,4,BADS4.2,94.1,3.76,3,Enrolled
ENR_018357,103532,BUS412,BUS412,Spring 2026,4,BADS4.2,76.5,3.06,4,Enrolled
ENR_018358,103533,BUS201,BUS201,Spring 2026,2,BACO2.1,55.7,2.23,3,Enrolled
ENR_018359,103533,MKT201,MKT201,Spring 2026,2,BACO2.1,32.5,1.3,3,Enrolled
ENR_018360,103533,HRM201,HRM201,Spring 2026,2,BACO2.1,70.3,2.81,3,Enrolled
ENR_018361,103533,BIT204,BIT204,Spring 2026,2,BACO2.1,71.8,2.87,3,Enrolled
ENR_018362,103533,OMG201,OMG201,Spring 2026,2,BACO2.1,70.6,2.82,3,Enrolled
ENR_018363,103533,FIN201,FIN201,Spring 2026,2,BACO2.1,71.9,2.87,4,Enrolled
ENR_018364,103534,BIT402,BIT402,Spring 2026,4,BAIS4.1,63.8,2.55,3,Enrolled
ENR_018365,103534,MGT401,MGT401,Spring 2026,4,BAIS4.1,88.3,3.53,3,Enrolled
ENR_018366,103534,BIT403,BIT403,Spring 2026,4,BAIS4.1,76.2,3.05,4,Enrolled
ENR_018367,103534,STR401,STR401,Spring 2026,4,BAIS4.1,39.6,1.59,3,Enrolled
ENR_018368,103535,BIT211,BIT211,Spring 2026,2,BSCP2.2,70.3,2.81,4,Enrolled
ENR_018369,103535,MKT202,MKT202,Spring 2026,2,BSCP2.2,63.3,2.53,3,Enrolled
ENR_018370,103535,BIT213,BIT213,Spring 2026,2,BSCP2.2,35.7,1.43,3,Enrolled
ENR_018371,103535,FIN202,FIN202,Spring 2026,2,BSCP2.2,87.6,3.5,4,Enrolled
ENR_018372,103535,ACC202,ACC202,Spring 2026,2,BSCP2.2,91.0,3.64,4,Enrolled
ENR_018373,103535,BIT214,BIT214,Spring 2026,2,BSCP2.2,44.3,1.77,3,Enrolled
ENR_018374,103536,BIT313,BIT313,Spring 2026,3,BAIS3.2,90.0,3.6,3,Enrolled
ENR_018375,103536,BIT312,BIT312,Spring 2026,3,BAIS3.2,56.0,2.24,4,Enrolled
ENR_018376,103536,BUS301,BUS301,Spring 2026,3,BAIS3.2,52.0,2.08,3,Enrolled
ENR_018377,103536,BIT314,BIT314,Spring 2026,3,BAIS3.2,85.3,3.41,3,Enrolled
ENR_018378,103536,BIT311,BIT311,Spring 2026,3,BAIS3.2,79.8,3.19,3,Enrolled
ENR_018379,103537,ECO101,ECO101,Spring 2026,1,BADS1.1,75.4,3.01,3,Enrolled
ENR_018380,103537,MGT101,MGT101,Spring 2026,1,BADS1.1,52.7,2.11,3,Enrolled
ENR_018381,103537,MAT101,MAT101,Spring 2026,1,BADS1.1,81.7,3.27,4,Enrolled
ENR_018382,103537,BIT106,BIT106,Spring 2026,1,BADS1.1,70.1,2.8,3,Enrolled
ENR_018383,103537,LAW102,LAW102,Spring 2026,1,BADS1.1,70.1,2.8,3,Enrolled
ENR_018384,103537,ACC101,ACC101,Spring 2026,1,BADS1.1,79.9,3.2,4,Enrolled
ENR_018385,103539,BIT311,BIT311,Spring 2026,3,BAIS3.2,91.5,3.66,3,Enrolled
ENR_018386,103539,BIT313,BIT313,Spring 2026,3,BAIS3.2,50.4,2.02,3,Enrolled
ENR_018387,103539,BUS301,BUS301,Spring 2026,3,BAIS3.2,74.1,2.96,3,Enrolled
ENR_018388,103539,MKT302,MKT302,Spring 2026,3,BAIS3.2,80.3,3.21,3,Enrolled
ENR_018389,103539,BIT314,BIT314,Spring 2026,3,BAIS3.2,93.2,3.73,3,Enrolled
ENR_018390,103539,FIN302,FIN302,Spring 2026,3,BAIS3.2,77.5,3.1,3,Enrolled
ENR_018391,103540,ACC202,ACC202,Spring 2026,2,BAIS2.2,92.0,3.68,4,Enrolled
ENR_018392,103540,BIT211,BIT211,Spring 2026,2,BAIS2.2,70.1,2.8,4,Enrolled
ENR_018393,103540,BUS202,BUS202,Spring 2026,2,BAIS2.2,70.7,2.83,3,Enrolled
ENR_018394,103540,BIT214,BIT214,Spring 2026,2,BAIS2.2,63.5,2.54,3,Enrolled
ENR_018395,103540,MKT202,MKT202,Spring 2026,2,BAIS2.2,86.2,3.45,3,Enrolled
ENR_018396,103540,BIT212,BIT212,Spring 2026,2,BAIS2.2,67.4,2.7,4,Enrolled
ENR_018397,103541,BIT213,BIT213,Spring 2026,2,BADS2.2,84.1,3.36,3,Enrolled
ENR_018398,103541,BIT215,BIT215,Spring 2026,2,BADS2.2,94.9,3.8,3,Enrolled
ENR_018399,103541,FIN202,FIN202,Spring 2026,2,BADS2.2,87.6,3.5,4,Enrolled
ENR_018400,103541,ACC202,ACC202,Spring 2026,2,BADS2.2,74.0,2.96,4,Enrolled
ENR_018401,103541,BIT211,BIT211,Spring 2026,2,BADS2.2,67.7,2.71,4,Enrolled
ENR_018402,103541,BUS202,BUS202,Spring 2026,2,BADS2.2,70.7,2.83,3,Enrolled
ENR_018403,103542,BIT304,BIT304,Spring 2026,3,BACO3.1,77.8,3.11,3,Enrolled
ENR_018404,103542,MGT301,MGT301,Spring 2026,3,BACO3.1,80.0,3.2,3,Enrolled
ENR_018405,103542,FIN301,FIN301,Spring 2026,3,BACO3.1,43.1,1.72,3,Enrolled
ENR_018406,103542,SCM301,SCM301,Spring 2026,3,BACO3.1,87.2,3.49,3,Enrolled
ENR_018407,103542,BIT302,BIT302,Spring 2026,3,BACO3.1,30.0,1.2,3,Enrolled
ENR_018408,103542,BIT303,BIT303,Spring 2026,3,BACO3.1,45.3,1.81,4,Enrolled
ENR_018409,103544,OMG201,OMG201,Spring 2026,2,BADS2.1,80.2,3.21,3,Enrolled
ENR_018410,103544,BIT205,BIT205,Spring 2026,2,BADS2.1,34.6,1.38,3,Enrolled
ENR_018411,103544,HRM201,HRM201,Spring 2026,2,BADS2.1,75.4,3.01,3,Enrolled
ENR_018412,103544,BIT206,BIT206,Spring 2026,2,BADS2.1,90.2,3.61,3,Enrolled
ENR_018413,103544,BIT202,BIT202,Spring 2026,2,BADS2.1,82.6,3.3,4,Enrolled
ENR_018414,103544,BIT203,BIT203,Spring 2026,2,BADS2.1,64.7,2.59,3,Enrolled
ENR_018415,103544,BIT204,BIT204,Spring 2026,2,BADS2.1,92.0,3.68,3,Enrolled
ENR_018416,103545,OMG201,OMG201,Spring 2026,2,BAIS2.1,91.7,3.67,3,Enrolled
ENR_018417,103545,MKT201,MKT201,Spring 2026,2,BAIS2.1,81.8,3.27,3,Enrolled
ENR_018418,103545,BIT204,BIT204,Spring 2026,2,BAIS2.1,34.5,1.38,3,Enrolled
ENR_018419,103545,ACC201,ACC201,Spring 2026,2,BAIS2.1,80.9,3.24,4,Enrolled
ENR_018420,103545,BIT201,BIT201,Spring 2026,2,BAIS2.1,82.4,3.3,4,Enrolled
ENR_018421,103545,BIT202,BIT202,Spring 2026,2,BAIS2.1,67.2,2.69,4,Enrolled
ENR_018422,103546,BIT411,BIT411,Spring 2026,4,BACO4.2,57.1,2.28,4,Enrolled
ENR_018423,103546,BUS412,BUS412,Spring 2026,4,BACO4.2,72.5,2.9,4,Enrolled
ENR_018424,103546,BIT412,BIT412,Spring 2026,4,BACO4.2,89.1,3.56,3,Enrolled
ENR_018425,103546,MKT401,MKT401,Spring 2026,4,BACO4.2,93.8,3.75,3,Enrolled
ENR_018426,103547,BIT411,BIT411,Spring 2026,4,BACO4.2,76.7,3.07,4,Enrolled
ENR_018427,103547,BUS412,BUS412,Spring 2026,4,BACO4.2,87.4,3.5,4,Enrolled
ENR_018428,103547,BIT412,BIT412,Spring 2026,4,BACO4.2,93.1,3.72,3,Enrolled
ENR_018429,103547,MKT401,MKT401,Spring 2026,4,BACO4.2,39.5,1.58,3,Enrolled
ENR_018430,103548,BIT313,BIT313,Spring 2026,3,BAIS3.2,77.3,3.09,3,Enrolled
ENR_018431,103548,MKT302,MKT302,Spring 2026,3,BAIS3.2,50.4,2.02,3,Enrolled
ENR_018432,103548,BIT311,BIT311,Spring 2026,3,BAIS3.2,31.1,1.24,3,Enrolled
ENR_018433,103548,BIT312,BIT312,Spring 2026,3,BAIS3.2,91.7,3.67,4,Enrolled
ENR_018434,103548,BIT314,BIT314,Spring 2026,3,BAIS3.2,89.5,3.58,3,Enrolled
ENR_018435,103549,BIT113,BIT113,Spring 2026,1,BADS1.2,59.1,2.36,3,Enrolled
ENR_018436,103549,BIT112,BIT112,Spring 2026,1,BADS1.2,76.9,3.08,4,Enrolled
ENR_018437,103549,STA102,STA102,Spring 2026,1,BADS1.2,87.6,3.5,4,Enrolled
ENR_018438,103549,MAT102,MAT102,Spring 2026,1,BADS1.2,65.7,2.63,4,Enrolled
ENR_018439,103549,ECO102,ECO102,Spring 2026,1,BADS1.2,70.3,2.81,3,Enrolled
ENR_018440,103549,LAW111,LAW111,Spring 2026,1,BADS1.2,85.4,3.42,3,Enrolled
ENR_018441,103549,BIT114,BIT114,Spring 2026,1,BADS1.2,81.6,3.26,3,Enrolled
ENR_018442,103550,HRM201,HRM201,Spring 2026,2,BSCP2.1,87.1,3.48,3,Enrolled
ENR_018443,103550,BIT201,BIT201,Spring 2026,2,BSCP2.1,85.4,3.42,4,Enrolled
ENR_018444,103550,OMG201,OMG201,Spring 2026,2,BSCP2.1,72.4,2.9,3,Enrolled
ENR_018445,103550,BIT202,BIT202,Spring 2026,2,BSCP2.1,84.8,3.39,4,Enrolled
ENR_018446,103550,BIT203,BIT203,Spring 2026,2,BSCP2.1,50.6,2.03,3,Enrolled
ENR_018447,103550,FIN201,FIN201,Spring 2026,2,BSCP2.1,94.2,3.77,4,Enrolled
ENR_018448,103551,BUS412,BUS412,Spring 2026,4,BADS4.2,65.3,2.61,4,Enrolled
ENR_018449,103551,BIT411,BIT411,Spring 2026,4,BADS4.2,62.6,2.51,4,Enrolled
ENR_018450,103551,MKT401,MKT401,Spring 2026,4,BADS4.2,75.0,3.0,3,Enrolled
ENR_018451,103551,BIT412,BIT412,Spring 2026,4,BADS4.2,70.1,2.8,3,Enrolled
ENR_018452,103552,ACC202,ACC202,Spring 2026,2,BAIS2.2,88.5,3.54,4,Enrolled
ENR_018453,103552,MKT202,MKT202,Spring 2026,2,BAIS2.2,66.6,2.66,3,Enrolled
ENR_018454,103552,BIT213,BIT213,Spring 2026,2,BAIS2.2,89.7,3.59,3,Enrolled
ENR_018455,103552,FIN202,FIN202,Spring 2026,2,BAIS2.2,77.0,3.08,4,Enrolled
ENR_018456,103552,BIT214,BIT214,Spring 2026,2,BAIS2.2,31.1,1.25,3,Enrolled
ENR_018457,103552,BIT212,BIT212,Spring 2026,2,BAIS2.2,77.4,3.09,4,Enrolled
ENR_018458,103552,BUS202,BUS202,Spring 2026,2,BAIS2.2,82.4,3.29,3,Enrolled
ENR_018459,103553,BIT313,BIT313,Spring 2026,3,BADS3.2,71.4,2.86,3,Enrolled
ENR_018460,103553,FIN302,FIN302,Spring 2026,3,BADS3.2,80.1,3.21,3,Enrolled
ENR_018461,103553,ACC302,ACC302,Spring 2026,3,BADS3.2,72.4,2.9,4,Enrolled
ENR_018462,103553,BIT311,BIT311,Spring 2026,3,BADS3.2,68.9,2.76,3,Enrolled
ENR_018463,103553,MKT302,MKT302,Spring 2026,3,BADS3.2,72.3,2.89,3,Enrolled
ENR_018464,103553,BIT314,BIT314,Spring 2026,3,BADS3.2,43.1,1.72,3,Enrolled
ENR_018465,103554,BUS412,BUS412,Spring 2026,4,BACO4.2,68.5,2.74,4,Enrolled
ENR_018466,103554,MKT401,MKT401,Spring 2026,4,BACO4.2,84.0,3.36,3,Enrolled
ENR_018467,103554,BIT411,BIT411,Spring 2026,4,BACO4.2,39.1,1.56,4,Enrolled
ENR_018468,103554,BIT412,BIT412,Spring 2026,4,BACO4.2,72.6,2.9,3,Enrolled
ENR_018469,103555,MGT401,MGT401,Spring 2026,4,BADS4.1,74.2,2.97,3,Enrolled
ENR_018470,103555,BIT404,BIT404,Spring 2026,4,BADS4.1,31.2,1.25,3,Enrolled
ENR_018471,103555,BIT402,BIT402,Spring 2026,4,BADS4.1,83.9,3.35,3,Enrolled
ENR_018472,103555,STR401,STR401,Spring 2026,4,BADS4.1,88.3,3.53,3,Enrolled
ENR_018473,103555,BIT403,BIT403,Spring 2026,4,BADS4.1,61.6,2.47,4,Enrolled
ENR_018474,103558,BIT311,BIT311,Spring 2026,3,BADS3.2,30.9,1.24,3,Enrolled
ENR_018475,103558,ACC302,ACC302,Spring 2026,3,BADS3.2,90.3,3.61,4,Enrolled
ENR_018476,103558,BIT312,BIT312,Spring 2026,3,BADS3.2,83.2,3.33,4,Enrolled
ENR_018477,103558,FIN302,FIN302,Spring 2026,3,BADS3.2,94.6,3.78,3,Enrolled
ENR_018478,103558,BIT313,BIT313,Spring 2026,3,BADS3.2,86.1,3.45,3,Enrolled
ENR_018479,103559,MGT301,MGT301,Spring 2026,3,BAIS3.1,74.8,2.99,3,Enrolled
ENR_018480,103559,BIT304,BIT304,Spring 2026,3,BAIS3.1,73.8,2.95,3,Enrolled
ENR_018481,103559,FIN301,FIN301,Spring 2026,3,BAIS3.1,79.1,3.16,3,Enrolled
ENR_018482,103559,BIT301,BIT301,Spring 2026,3,BAIS3.1,84.7,3.39,3,Enrolled
ENR_018483,103559,SCM301,SCM301,Spring 2026,3,BAIS3.1,52.0,2.08,3,Enrolled
ENR_018484,103560,OMG201,OMG201,Spring 2026,2,BACO2.1,60.4,2.41,3,Enrolled
ENR_018485,103560,BIT205,BIT205,Spring 2026,2,BACO2.1,71.0,2.84,3,Enrolled
ENR_018486,103560,MKT201,MKT201,Spring 2026,2,BACO2.1,66.9,2.67,3,Enrolled
ENR_018487,103560,BUS201,BUS201,Spring 2026,2,BACO2.1,75.4,3.02,3,Enrolled
ENR_018488,103560,BIT206,BIT206,Spring 2026,2,BACO2.1,80.7,3.23,3,Enrolled
ENR_018489,103560,HRM201,HRM201,Spring 2026,2,BACO2.1,92.1,3.69,3,Enrolled
ENR_018490,103561,BUS412,BUS412,Spring 2026,4,BACO4.2,90.5,3.62,4,Enrolled
ENR_018491,103561,BIT411,BIT411,Spring 2026,4,BACO4.2,87.9,3.51,4,Enrolled
ENR_018492,103561,MKT401,MKT401,Spring 2026,4,BACO4.2,75.3,3.01,3,Enrolled
ENR_018493,103561,BIT412,BIT412,Spring 2026,4,BACO4.2,30.2,1.21,3,Enrolled
ENR_018494,103562,LAW102,LAW102,Spring 2026,1,BAIS1.1,74.8,2.99,3,Enrolled
ENR_018495,103562,BIT101,BIT101,Spring 2026,1,BAIS1.1,73.3,2.93,4,Enrolled
ENR_018496,103562,PSY101,PSY101,Spring 2026,1,BAIS1.1,84.5,3.38,3,Enrolled
ENR_018497,103562,MGT101,MGT101,Spring 2026,1,BAIS1.1,73.9,2.96,3,Enrolled
ENR_018498,103562,LAW101,LAW101,Spring 2026,1,BAIS1.1,78.3,3.13,3,Enrolled
ENR_018499,103562,MAT111,MAT111,Spring 2026,1,BAIS1.1,84.5,3.38,3,Enrolled
ENR_018500,103562,BIT105,BIT105,Spring 2026,1,BAIS1.1,79.9,3.2,3,Enrolled
ENR_018501,103563,BIT314,BIT314,Spring 2026,3,BSCP3.2,93.5,3.74,3,Enrolled
ENR_018502,103563,FIN302,FIN302,Spring 2026,3,BSCP3.2,90.4,3.61,3,Enrolled
ENR_018503,103563,BUS301,BUS301,Spring 2026,3,BSCP3.2,87.8,3.51,3,Enrolled
ENR_018504,103563,MKT302,MKT302,Spring 2026,3,BSCP3.2,73.5,2.94,3,Enrolled
ENR_018505,103563,BIT313,BIT313,Spring 2026,3,BSCP3.2,90.0,3.6,3,Enrolled
ENR_018506,103563,ACC302,ACC302,Spring 2026,3,BSCP3.2,67.1,2.69,4,Enrolled
ENR_018507,103564,BIT402,BIT402,Spring 2026,4,BACO4.1,87.6,3.5,3,Enrolled
ENR_018508,103564,BIT403,BIT403,Spring 2026,4,BACO4.1,77.7,3.11,4,Enrolled
ENR_018509,103564,BUS411,BUS411,Spring 2026,4,BACO4.1,80.6,3.23,4,Enrolled
ENR_018510,103564,MGT401,MGT401,Spring 2026,4,BACO4.1,89.0,3.56,3,Enrolled
ENR_018511,103564,BUS401,BUS401,Spring 2026,4,BACO4.1,83.5,3.34,3,Enrolled
ENR_018512,103565,BIT302,BIT302,Spring 2026,3,BADS3.1,63.8,2.55,3,Enrolled
ENR_018513,103565,BIT304,BIT304,Spring 2026,3,BADS3.1,59.1,2.37,3,Enrolled
ENR_018514,103565,ACC301,ACC301,Spring 2026,3,BADS3.1,84.3,3.37,4,Enrolled
ENR_018515,103565,FIN301,FIN301,Spring 2026,3,BADS3.1,86.0,3.44,3,Enrolled
ENR_018516,103565,BIT301,BIT301,Spring 2026,3,BADS3.1,80.3,3.21,3,Enrolled
ENR_018517,103566,BIT211,BIT211,Spring 2026,2,BACO2.2,86.8,3.47,4,Enrolled
ENR_018518,103566,BIT212,BIT212,Spring 2026,2,BACO2.2,87.1,3.49,4,Enrolled
ENR_018519,103566,BIT214,BIT214,Spring 2026,2,BACO2.2,93.8,3.75,3,Enrolled
ENR_018520,103566,BIT213,BIT213,Spring 2026,2,BACO2.2,72.9,2.92,3,Enrolled
ENR_018521,103566,BUS202,BUS202,Spring 2026,2,BACO2.2,68.1,2.72,3,Enrolled
ENR_018522,103566,ENT201,ENT201,Spring 2026,2,BACO2.2,90.6,3.62,3,Enrolled
ENR_018523,103567,BIT213,BIT213,Spring 2026,2,BADS2.2,82.0,3.28,3,Enrolled
ENR_018524,103567,ENT201,ENT201,Spring 2026,2,BADS2.2,73.1,2.92,3,Enrolled
ENR_018525,103567,BIT215,BIT215,Spring 2026,2,BADS2.2,82.6,3.3,3,Enrolled
ENR_018526,103567,BIT214,BIT214,Spring 2026,2,BADS2.2,46.5,1.86,3,Enrolled
ENR_018527,103567,FIN202,FIN202,Spring 2026,2,BADS2.2,83.3,3.33,4,Enrolled
ENR_018528,103567,BIT212,BIT212,Spring 2026,2,BADS2.2,87.3,3.49,4,Enrolled
ENR_018529,103567,BUS202,BUS202,Spring 2026,2,BADS2.2,59.7,2.39,3,Enrolled
ENR_018530,103568,BIT104,BIT104,Spring 2026,1,BADS1.1,63.5,2.54,3,Enrolled
ENR_018531,103568,LAW101,LAW101,Spring 2026,1,BADS1.1,79.3,3.17,3,Enrolled
ENR_018532,103568,COM111,COM111,Spring 2026,1,BADS1.1,62.5,2.5,3,Enrolled
ENR_018533,103568,COM101,COM101,Spring 2026,1,BADS1.1,91.7,3.67,3,Enrolled
ENR_018534,103568,LAW102,LAW102,Spring 2026,1,BADS1.1,73.2,2.93,3,Enrolled
ENR_018535,103568,BIT105,BIT105,Spring 2026,1,BADS1.1,76.2,3.05,3,Enrolled
ENR_018536,103569,BIT114,BIT114,Spring 2026,1,BSCP1.2,75.8,3.03,3,Enrolled
ENR_018537,103569,MAT112,MAT112,Spring 2026,1,BSCP1.2,58.1,2.32,3,Enrolled
ENR_018538,103569,BIT112,BIT112,Spring 2026,1,BSCP1.2,46.2,1.85,4,Enrolled
ENR_018539,103569,STA102,STA102,Spring 2026,1,BSCP1.2,69.8,2.79,4,Enrolled
