attendance_rate,engagement_score,assignment_completion_rate,avg_assignment_score,avg_grade_points,avg_login_count,time_spent_minutes,consecutive_absences,repeat_courses,forum_posts,late_submissions,help_requests,total_enrollments,student_id,outcome,enrollment_date,school_id,program_id,year_of_study
75.26,81.33,89.33,50.93,2.94,9.75,469.83,3,1,20,2,3,7,1691,graduated,2021-01-01,4,3,3
60.02,76.61,81.54,77.82,3.65,7.27,267.89,3,0,21,1,5,6,1692,graduated,2021-09-01,3,18,2
85.16,82.43,81.94,56.41,2.53,6.8,243.36,1,0,17,3,4,7,1693,graduated,2021-01-01,4,4,4
86.97,74.93,97.72,84.94,2.81,6.51,168.49,3,1,28,2,5,8,1694,graduated,2022-01-01,4,3,1
76.2,74.44,87.24,51.64,2.87,5.76,407.74,0,1,13,3,1,7,1695,graduated,2023-09-01,1,7,2
73.49,73.32,77.63,75.53,2.31,9.68,200.89,4,1,17,6,3,4,1696,active,2020-01-01,3,13,4
91.72,82.9,82.29,69.43,3.41,10.42,298.79,3,0,11,3,6,4,1697,graduated,2021-01-01,5,10,4
69.94,95.08,75.63,85.73,2.76,8.24,287.98,2,0,22,2,4,5,1698,graduated,2022-01-01,5,13,2
100.0,100.0,84.79,78.29,3.09,7.33,325.1,1,1,24,0,3,6,1699,graduated,2022-01-01,1,1,3
75.71,87.62,72.76,98.78,3.85,7.11,384.36,3,0,25,2,3,7,1700,graduated,2020-09-01,5,13,3
51.75,64.2,35.33,25.0,1.59,0.76,156.72,10,1,3,7,11,4,1701,dropped_out,2023-09-01,2,16,2
57.47,78.59,87.5,84.24,2.86,6.2,125.38,4,0,6,7,3,8,1702,active,2021-09-01,4,5,3
79.24,95.66,78.7,81.89,3.29,7.78,287.11,2,0,27,4,4,4,1703,graduated,2021-01-01,2,16,4
88.38,87.49,95.42,68.4,3.85,7.59,414.68,0,1,16,0,6,6,1704,graduated,2021-01-01,4,20,4
86.77,83.15,60.98,82.33,2.56,8.75,275.3,2,0,19,0,6,4,1705,graduated,2021-09-01,4,13,3
70.76,69.71,85.3,88.94,3.18,9.56,294.28,0,0,11,4,7,8,1706,graduated,2021-01-01,4,8,3
65.11,52.74,89.65,95.85,2.96,5.78,216.3,4,0,13,1,7,4,1707,active,2023-09-01,4,12,1
56.13,44.61,65.61,43.26,1.66,1.25,215.01,10,3,4,11,11,5,1708,dropped_out,2023-01-01,3,15,1
75.6,70.48,100.0,64.67,2.51,7.35,274.29,3,0,19,0,7,8,1709,graduated,2020-01-01,1,18,3
77.22,42.27,46.17,40.04,2.41,5.27,309.52,5,0,11,6,6,4,1710,active,2020-09-01,4,17,4
61.6,62.47,70.4,26.86,2.16,3.03,30.0,11,2,4,8,13,6,1711,dropped_out,2022-09-01,3,10,2
96.93,100.0,78.05,75.43,3.9,8.75,254.05,2,0,27,0,1,8,1712,graduated,2020-09-01,1,16,2
61.05,51.53,78.58,91.77,2.63,1.94,153.63,4,2,15,6,6,5,1713,active,2020-09-01,3,16,1
67.82,69.21,83.84,60.94,2.65,8.86,392.14,1,0,7,5,4,7,1714,active,2021-01-01,2,20,3
74.86,68.97,64.51,70.41,2.46,7.93,263.78,3,0,10,2,3,5,1715,graduated,2022-09-01,2,19,2
63.49,82.95,55.68,65.85,2.6,1.53,257.68,4,0,19,4,6,6,1716,active,2023-09-01,2,16,2
69.52,66.74,84.9,86.9,3.68,7.28,383.52,2,0,10,3,6,5,1717,graduated,2020-09-01,5,5,4
89.78,85.63,67.79,70.7,3.54,5.55,382.36,1,0,15,1,1,8,1718,graduated,2023-09-01,2,7,3
77.33,83.03,84.44,56.3,3.84,10.13,267.78,3,0,16,1,1,8,1719,graduated,2020-09-01,2,15,4
84.97,86.21,93.08,76.39,2.98,8.46,282.51,2,0,22,4,3,6,1720,graduated,2023-09-01,5,8,4
71.31,95.37,73.73,87.42,2.94,7.53,330.39,0,1,22,1,3,5,1721,graduated,2023-09-01,4,1,3
69.09,62.07,79.1,46.22,2.07,6.07,325.14,5,0,9,5,8,4,1722,active,2023-09-01,1,4,3
79.61,75.33,86.09,56.53,2.85,9.29,306.38,3,1,12,1,6,8,1723,graduated,2023-09-01,1,9,4
84.94,89.93,49.81,89.05,2.57,1.53,338.17,6,1,17,3,11,8,1724,active,2023-01-01,2,17,3
56.34,68.59,100.0,70.93,2.16,0.93,208.14,5,0,13,6,5,7,1725,active,2021-09-01,1,1,4
67.02,72.03,74.41,88.24,4.0,7.23,295.56,0,0,23,4,2,6,1726,graduated,2020-01-01,3,9,2
79.83,86.08,71.43,51.13,2.73,4.5,183.24,4,1,15,3,7,7,1727,active,2020-01-01,5,7,1
65.59,68.69,87.34,69.94,2.76,9.25,292.37,0,0,28,3,7,7,1728,graduated,2020-01-01,5,6,1
69.63,87.38,85.56,61.72,3.71,6.56,358.92,0,2,17,0,2,7,1729,graduated,2021-09-01,1,15,3
68.35,77.22,93.77,72.0,2.94,10.37,305.52,0,0,17,3,4,7,1730,graduated,2023-09-01,3,2,4
74.21,73.02,56.29,84.77,3.34,8.89,340.59,1,2,9,2,5,5,1731,active,2023-09-01,3,6,4
72.15,74.73,76.22,78.99,3.08,5.33,282.69,2,0,29,2,2,4,1732,graduated,2020-09-01,4,6,4
84.67,76.95,98.62,70.63,2.59,12.4,155.65,2,0,13,0,5,7,1733,graduated,2020-01-01,5,4,4
74.19,90.65,95.14,66.32,2.43,5.65,190.56,1,0,10,4,2,7,1734,active,2022-01-01,3,15,1
82.72,99.99,81.53,71.62,2.57,9.28,431.88,1,0,16,1,5,7,1735,graduated,2023-01-01,1,13,3
67.05,52.14,50.78,48.9,1.72,3.7,140.08,13,1,7,7,7,6,1736,dropped_out,2021-09-01,5,16,4
78.59,95.87,93.39,63.46,2.16,9.52,313.22,3,0,10,0,6,6,1737,graduated,2023-09-01,1,18,2
65.85,61.41,72.35,51.95,2.84,3.8,150.76,12,2,6,11,7,5,1738,dropped_out,2020-09-01,4,4,3
67.73,62.43,74.13,81.92,2.75,6.28,166.52,5,0,9,5,10,4,1739,active,2022-09-01,1,12,3
97.39,68.29,96.95,66.56,3.45,9.28,343.82,1,0,22,0,4,5,1740,graduated,2020-09-01,2,6,1
69.98,65.34,76.79,48.48,1.92,3.76,143.41,11,2,4,6,8,8,1741,dropped_out,2023-01-01,1,12,4
87.05,67.68,88.75,79.94,3.48,9.23,245.91,3,0,15,2,2,4,1742,graduated,2020-09-01,2,1,2
61.96,100.0,68.19,69.0,2.6,8.56,369.03,0,0,12,3,2,4,1743,graduated,2023-09-01,3,16,4
76.79,100.0,81.92,79.32,2.94,9.08,229.96,0,0,11,3,2,5,1744,graduated,2020-01-01,1,13,1
63.72,56.44,25.72,50.34,2.6,2.6,209.59,14,2,4,9,6,4,1745,dropped_out,2021-09-01,5,5,2
85.83,75.96,100.0,69.11,2.38,13.97,419.63,2,0,23,4,2,6,1746,graduated,2020-01-01,1,16,1
86.15,84.5,85.28,75.59,3.71,7.79,385.21,1,1,28,3,4,7,1747,graduated,2021-01-01,3,4,4
86.74,68.67,90.15,99.31,3.06,7.52,260.75,2,0,19,4,6,7,1748,graduated,2021-01-01,4,20,2
47.18,57.75,49.91,65.89,2.2,4.23,85.02,7,0,7,5,10,4,1749,dropped_out,2020-01-01,4,11,1
77.87,89.82,95.1,71.86,3.02,13.07,306.47,3,0,15,4,5,5,1750,graduated,2021-09-01,1,19,2
79.22,86.68,98.11,89.05,2.76,5.49,390.24,2,0,29,4,6,8,1751,graduated,2022-01-01,4,6,3
89.27,71.79,84.18,72.18,2.36,7.87,355.73,0,0,14,4,4,7,1752,graduated,2021-09-01,2,4,4
84.32,70.21,86.49,93.39,1.75,5.75,240.24,3,0,27,2,7,8,1753,graduated,2021-01-01,1,6,1
92.52,82.23,100.0,81.11,3.66,10.31,239.76,2,0,24,0,2,5,1754,graduated,2022-09-01,4,5,2
68.46,83.58,70.87,64.28,3.17,4.48,243.17,6,0,12,7,5,7,1755,active,2021-09-01,2,20,1
85.33,81.16,89.65,64.19,3.09,5.86,316.88,2,0,22,0,6,7,1756,graduated,2021-09-01,3,12,4
68.17,73.53,64.87,76.59,2.05,6.95,248.7,2,0,24,2,1,5,1757,graduated,2020-01-01,1,20,3
75.61,86.59,82.05,70.65,3.21,8.37,297.98,1,0,18,3,7,5,1758,graduated,2021-09-01,3,2,2
88.3,52.22,66.63,64.28,2.08,8.17,384.23,2,0,12,7,6,7,1759,active,2020-01-01,4,16,2
76.93,83.41,86.45,59.17,3.0,7.84,242.74,3,1,25,3,6,6,1760,graduated,2021-01-01,2,14,3
40.91,86.67,39.22,56.52,3.76,1.47,153.94,6,0,7,1,10,8,1761,active,2022-09-01,5,6,2
67.99,100.0,58.45,78.71,2.41,8.9,42.93,6,1,8,3,4,7,1762,active,2020-09-01,2,15,3
77.08,79.6,100.0,77.67,3.08,7.84,240.26,3,1,28,2,2,6,1763,graduated,2023-01-01,2,4,3
71.33,79.66,96.29,90.91,3.33,9.68,357.22,0,0,17,1,6,8,1764,graduated,2021-01-01,2,13,2
54.6,82.09,74.57,87.33,2.46,6.09,244.5,0,0,11,0,1,6,1765,graduated,2020-09-01,4,5,2
33.1,37.51,35.55,66.2,2.24,4.6,164.24,6,1,7,3,10,6,1766,dropped_out,2023-01-01,2,12,3
81.6,73.8,63.88,75.94,2.41,8.16,424.5,0,0,14,2,5,4,1767,graduated,2021-09-01,1,9,2
87.28,82.31,83.25,87.97,3.03,8.01,317.42,2,0,22,0,3,7,1768,graduated,2020-09-01,3,8,3
77.44,76.16,68.84,64.58,3.08,3.67,236.26,1,1,14,0,3,7,1769,graduated,2021-01-01,2,3,4
98.23,65.26,90.94,36.1,2.51,2.3,283.11,4,1,5,1,9,8,1770,active,2023-01-01,3,1,4
73.05,74.59,87.03,69.95,2.47,1.34,308.62,5,2,8,1,7,6,1771,active,2021-01-01,5,5,1
72.97,79.02,78.86,69.19,2.79,5.55,238.02,3,0,12,4,6,4,1772,active,2023-01-01,5,2,4
58.29,51.81,67.59,42.77,2.82,5.87,103.49,5,0,16,2,9,5,1773,active,2023-09-01,1,15,4
76.27,97.04,78.87,74.44,3.57,8.98,276.95,3,0,11,3,1,7,1774,graduated,2021-01-01,4,7,2
55.41,53.64,49.85,60.17,2.0,3.39,100.79,11,0,2,10,2,4,1775,dropped_out,2022-09-01,1,16,3
77.23,68.99,72.62,71.84,2.13,8.43,303.77,2,0,12,2,7,6,1776,graduated,2021-09-01,1,15,4
55.53,39.08,66.36,52.59,2.32,4.02,187.33,9,3,4,5,6,8,1777,dropped_out,2021-09-01,4,1,1
57.78,54.78,33.31,43.43,1.16,5.06,90.08,11,2,7,10,2,7,1778,dropped_out,2023-09-01,3,20,2
68.67,98.19,73.14,94.74,2.35,8.55,389.88,2,0,24,0,7,7,1779,graduated,2020-09-01,3,2,1
74.65,60.84,94.72,80.03,2.79,5.99,177.58,2,0,18,4,4,6,1780,graduated,2023-09-01,3,6,1
69.56,84.48,87.29,66.91,2.97,9.79,295.69,1,1,16,1,3,7,1781,graduated,2021-01-01,1,16,2
92.43,87.86,89.31,65.98,2.58,11.07,280.91,0,0,21,2,5,4,1782,graduated,2021-09-01,4,9,1
98.08,72.1,78.16,69.67,2.5,5.6,320.62,2,0,23,4,1,6,1783,graduated,2020-09-01,5,4,4
73.23,93.7,79.53,100.0,2.15,9.74,323.91,2,0,26,3,3,6,1784,graduated,2022-09-01,1,7,4
54.73,65.12,46.26,43.08,1.45,1.71,151.54,11,3,1,4,11,6,1785,dropped_out,2020-01-01,1,4,2
84.49,83.08,72.37,55.2,2.6,9.47,371.89,3,1,23,4,7,4,1786,graduated,2022-01-01,2,17,1
64.85,62.44,88.0,35.61,1.13,6.58,134.18,9,2,1,10,7,6,1787,dropped_out,2022-09-01,2,16,3
73.13,93.81,67.8,54.18,3.22,6.35,296.52,2,0,10,4,6,4,1788,active,2023-09-01,2,3,1
82.98,77.31,67.16,51.34,3.31,8.84,127.24,5,1,10,3,8,7,1789,active,2021-09-01,3,16,4
73.41,76.03,87.09,92.65,3.05,6.29,303.52,1,0,12,1,7,8,1790,graduated,2023-09-01,3,6,3
71.55,73.97,41.48,78.62,2.7,3.28,163.43,2,1,10,2,9,7,1791,active,2021-09-01,1,5,3
69.3,82.87,84.84,100.0,3.01,5.34,160.7,0,0,12,3,7,7,1792,graduated,2022-09-01,2,18,3
84.66,99.54,91.12,69.98,2.47,8.87,428.31,3,0,13,4,2,5,1793,graduated,2021-01-01,2,6,2
68.71,87.47,82.74,80.86,3.3,7.83,352.04,2,0,14,4,3,7,1794,graduated,2020-01-01,4,9,3
84.53,82.21,80.37,62.22,3.49,9.65,194.44,3,0,16,1,1,7,1795,graduated,2021-01-01,3,12,2
100.0,59.58,85.75,43.76,3.29,2.57,224.62,3,1,8,7,2,5,1796,active,2022-09-01,3,4,1
86.41,91.69,89.43,77.19,3.07,8.66,321.88,2,0,24,3,4,7,1797,graduated,2023-09-01,3,5,1
68.09,89.56,90.24,86.93,3.26,9.86,429.29,2,0,25,1,6,4,1798,graduated,2022-09-01,5,5,4
76.09,36.59,88.04,51.05,1.59,5.0,356.77,4,0,12,7,7,4,1799,active,2022-01-01,2,18,1
